u_q,coolant,stator_winding,u_d,stator_tooth,motor_speed,i_d,i_q,pm,stator_yoke,ambient,torque
-0.005941165401925,0.18269971644223354,0.1363217235344316,0.013396038861240581,0.1656865403006274,1.3497163018767578e-06,-0.004306331303446915,0.0022161403904929445,0.21209409422612088,0.18580104920019985,0.6463191006396349,0.0021674257315873998
-0.006724689837655105,0.1828436520340867,0.136225251658021,0.014694249619227521,0.16560704076460558,1.5590814346388026e-06,-0.005127457747839839,0.002621780430970924,0.21212737014534216,0.18561804187427203,0.6463161198450807,0.002413859743590718
-0.007010898957029586,0.18274394655236872,0.13611619121368151,0.015589676892409341,0.16556659243659114,7.662007192452178e-07,-0.005713143775269295,0.0029037052336005668,0.21216249286129116,0.18547054230668755,0.6465186275751192,0.0025691056670692717
-0.0073844861413308194,0.18239772766819548,0.13608415985219915,0.016198743555232223,0.1655744980912662,6.174902608579651e-07,-0.006132373356723983,0.0031174885088555817,0.21219231023391324,0.18560784022941604,0.6464569002878888,0.002698169738039797
-0.007872124444635156,0.1819931610835554,0.1360814343530334,0.017254376447292146,0.16551304184899646,4.625024713235284e-07,-0.006434371567160354,0.0032645674874319302,0.21215100914345697,0.18572931711696136,0.6464126851686655,0.002801039624776458
-0.007848134197825393,0.18159527782625318,0.13617302191905797,0.01683507972237049,0.16554362514671597,1.6142834425230913e-07,-0.00664988113736979,0.003370740806047684,0.21216015918178974,0.18576899227551388,0.6463810142265253,0.0028719598367929885
-0.0083147939160511,0.18127971589023395,0.13623605920669302,0.018076405902823174,0.16556224773412953,2.1998963388991398e-07,-0.006807700168409823,0.0034475709115677827,0.21217901329747366,0.18589156286990144,0.6463583477679344,0.0029392581752582685
-0.008158760985207422,0.18101176327480156,0.13627541703375454,0.01724729623698532,0.16553520835057478,-1.0552080308986356e-07,-0.006916419335492808,0.003501231870481592,0.2122098883809489,0.18601611345081367,0.6463420775976584,0.0029614123490889067
-0.008268851961687248,0.18087807795465208,0.1362529249193522,0.018065569882031007,0.16543318451394848,5.331956135745597e-07,-0.006994996956103452,0.003540331657481118,0.21226908661060281,0.18602793679891844,0.6463304028189871,0.003005959110116356
-0.007917540411067984,0.18081601312268825,0.13637881059864052,0.017526243109465375,0.16539612675765886,9.390350490079277e-08,-0.00704877765317511,0.0035691987570403796,0.2122987696707356,0.1859376116993621,0.6463220814341895,0.0029987811322183164
-0.008083379835807977,0.18075411725124696,0.1363735215111506,0.018185648871220886,0.1654161805411775,-1.8366703916849744e-07,-0.007094535412579644,0.003591000805857523,0.21232415473121113,0.18555796342600764,0.6463161198450807,0.0030507942965092047
-0.008075812598878667,0.18070446163099763,0.13621538858925789,0.01840717824711133,0.16548566170446433,-4.399447313214894e-07,-0.007122107989540292,0.0036020371571426216,0.2123816572656878,0.18518876193869785,0.6463118349529087,0.003058073896962749
-0.008148260939933571,0.1806688672809059,0.13615164968797622,0.01797549931107705,0.1655665072463467,4.064429309393444e-07,-0.007147460644090321,0.003611424693666417,0.2124168975050649,0.18517814543952243,0.6463087299585811,0.003086422479373316
-0.00847174889388119,0.18091699519502136,0.13620016897015422,0.018404939624548883,0.16558034214202821,2.8475500051824074e-07,-0.007158120302426348,0.0036218818064084842,0.21238289965621374,0.18539190855613427,0.646306556462552,0.003100317822372871
-0.008143694612000858,0.18127265709506807,0.1364739197254683,0.01745425009544689,0.16559296733624,-4.958387295356676e-07,-0.007172312025837953,0.003626112302370447,0.21228772246849162,0.18555739771557195,0.6463049418655017,0.003110820570575618
-0.008253229134468475,0.18154077867102308,0.13670526333287203,0.018520294848234514,0.165589985677688,-5.605578793978228e-07,-0.0071755833775997094,0.0036263221084184344,0.2122344339883663,0.1854811399488484,0.6463038240675438,0.003154461178119375
-0.008193777265222062,0.18179423822829568,0.13660607944986583,0.01759104715418614,0.16562191498126805,-4.1075086905553643e-07,-0.007183734527899783,0.003632949371776051,0.21222400798138533,0.18556197997010057,0.6463030167690189,0.003133533782644179
-0.008535940926935307,0.18205287924159438,0.13646438047838824,0.01845381228975437,0.1656617329014744,4.986474361145007e-07,-0.007183451945541545,0.003621401346607443,0.2122143206930954,0.1854639234945906,0.6463024578700395,0.0031768626715626236
-0.008394186731493475,0.18228574438850276,0.13638799903889728,0.01827809220082606,0.16568955603527713,-4.90090000226234e-07,-0.0071909564582145705,0.003649659178886108,0.2122134644509762,0.18546379149548894,0.6463020231708339,0.0031707285514201177
0.01175278365028952,0.18250362836907505,0.1362478921906947,0.009295856626125568,0.1656299569403341,0.006811345400862026,-0.009186351962644338,0.022522349725576533,0.21217478245406107,0.1856858516984901,0.6463017126714011,0.006388951603073204
0.06443011293371007,0.1827234835557442,0.13627095099304237,-0.01689733336875493,0.16556819401318473,0.029208854738403574,-0.017845524452548694,0.0686616883276489,0.21205742691654522,0.18566478841326997,0.6463015263717415,0.03458760443418899
0.136286494446972,0.1827398351796524,0.13654923525191923,-0.07161274908274118,0.16537966800245166,0.06298479085054391,-0.03575193918562822,0.13240162231550673,0.2119945350934358,0.18528119902388054,0.6475666873604188,0.08300615102830881
0.21835020312607162,0.1826773385596864,0.13688576693603594,-0.149892598321318,0.16530326939132398,0.10488707466639692,-0.05908068314133307,0.19625585516129643,0.21200454137388783,0.18490271988542636,0.6479212777126176,0.13671023608513633
0.31067325353220165,0.18249694504173714,0.1370293278821911,-0.23486222759063047,0.1652993506400842,0.1526254999682211,-0.07605923977314978,0.2423663282442694,0.2117732888454552,0.18477070192676376,0.6474619248518095,0.17564461128061704
0.41126677687475016,0.1821012394978372,0.13696293094459433,-0.3237611886899467,0.16527789973655835,0.2045483934732912,-0.08821728956291605,0.2754043878421215,0.21158253153254308,0.18486685384380713,0.64775547101553,0.2029091619132583
0.5209827768273667,0.18166209232624086,0.13718605757679053,-0.40711947375265617,0.1652625314164787,0.2594514938967846,-0.09254973422061484,0.29352318441068775,0.21168595214929525,0.1851691883576249,0.6476941784275054,0.2177804559647407
0.6085596418944532,0.18124738811024552,0.1375915497868282,-0.4638021365950281,0.16523498089145788,0.3165530954471062,-0.11495489440122823,0.2896986738196847,0.21172503708367826,0.18543595854205572,0.6479218366115967,0.21398678594374715
0.6215829525283478,0.18092921667282186,0.1379296196239394,-0.5444656058827071,0.16535470726085888,0.37517113197386953,-0.18949676896618006,0.29499445347090736,0.2119818089850757,0.18558474038662764,0.6478134102096809,0.22891005228213293
0.6101373404534096,0.18078736492741398,0.13821416443535542,-0.6178356972414195,0.1654692711014526,0.4348912368466518,-0.26937665257936577,0.29520851095595013,0.21154579706672266,0.18571762576795825,0.6473846725929416,0.23953134034131005
0.5779103914621584,0.1807282850646825,0.1385249927733794,-0.6854680702744335,0.165503756112363,0.4954013380988378,-0.3503963885223351,0.2924950004364598,0.21156755568998742,0.18579688179999068,0.6470774644541804,0.24712763961048262
0.5209327694432873,0.18071895468915744,0.13847400435086812,-0.7489193416641367,0.16548608765568606,0.5564818317922537,-0.43421127306805124,0.28862512432529536,0.21372498362730752,0.18593061574697478,0.646857382456248,0.2529207665240011
0.46816528744139924,0.18069316004937577,0.13808958753536946,-0.7997135607206378,0.16579643571583105,0.6175989464870328,-0.5040422638785381,0.2810626364821927,0.21542208908571336,0.1860082877897874,0.6466996487444117,0.2549508426350476
0.43486808293938783,0.18073359793444832,0.13747191116750884,-0.8351133071468753,0.16626102923238523,0.6669617369943158,-0.5533637890393488,0.27415271419833565,0.21513298145251966,0.186315393128279,0.6465866269508912,0.264046518996777
0.41177998338865734,0.1809257435954131,0.13706365298059509,-0.860445683323749,0.16662187806937723,0.7023197614003415,-0.5882643551769376,0.2692001092818461,0.2143210792438314,0.1865785239089072,0.6465056486988304,0.270596517915239
0.3951109509420343,0.18125256956627153,0.13699606869682718,-0.8783787938181274,0.16690798098598195,0.7276466018030066,-0.6132804837258359,0.26559509295784506,0.21397885102112413,0.1865519355184324,0.646447647404793,0.2752675345083708
0.3831068274983463,0.18151815673438765,0.13761247676309576,-0.8910472730959723,0.1671560890536092,0.7457919824583776,-0.6311830906723582,0.2629820238241303,0.21387234121711826,0.1864320614771214,0.6464060404808046,0.27838499479984824
0.3738985297297061,0.18156923913238332,0.13836691382176725,-0.9005597694750229,0.16755326301078952,0.7587940655423151,-0.6442548171312907,0.26115893175275884,0.21388699806751188,0.1867139738442127,0.6463762946351473,0.28092950301281416
0.3670755325685302,0.18182712921002606,0.13893010719145352,-0.907179682730012,0.16780954934187384,0.7681097158690436,-0.6532464076724142,0.2598538006342676,0.21400368204258133,0.18683641243949858,0.6463549322741742,0.28282611148494
0.3628217507863127,0.18217417412342074,0.13949297673945674,-0.9119770853216894,0.16814933915046407,0.7747846664774853,-0.6597727480050491,0.2589403201156988,0.21378896673939243,0.1867834996567523,0.6463396557020832,0.28397511410226206
0.3597854652930938,0.18238980529702525,0.13997501229982692,-0.9155714684621548,0.1686145801128752,0.7795672878754945,-0.6643812263141955,0.25822413156385216,0.21348395986527918,0.18664955828260846,0.6463286640221637,0.2848069337695342
0.3568860692790007,0.18241246478044337,0.14018077399426923,-0.9182548282901449,0.16908029814065464,0.782993792903029,-0.6679767647903762,0.25774984187815075,0.21324590776707633,0.18656489028740844,0.6463208394364585,0.2855930365320162
