Id_current,Iq_current,speed_rpm,Tmagout_real,Tmagin_real,Twindoutlet_real,Twindinlet_real,Twinding_real,TPM_real
0.6742173276660561,0.9676598423958049,0.3827941362960457,0.6202862381854164,0.6116480008456066,0.5374946690893908,0.5133358490046369,0.5179063773202857,0.6638135453629714
0.6657324423294623,0.9529752033131843,0.3844386594073167,0.6196998748012166,0.6221970252346422,0.4519506596258408,0.4981951676461344,0.5620385243023934,0.6887709017234143
0.6948134760994491,0.92615346060329,0.3838197725912325,0.5888359507025172,0.6159671050748149,0.5359252542060114,0.5095552974430622,0.5741483273172406,0.6887393682087022
0.7262418504376275,0.90410495945231,0.38537545408380874,0.6236175735376721,0.6250149765661103,0.504948942673166,0.5390809752640005,0.6403702728997747,0.7052206740752093
0.6880330226796824,0.9451769101489852,0.38295546746530595,0.6485475180675683,0.6323493114556547,0.5365791062791423,0.5575520319213062,0.6061825303559744,0.6611884743420962
0.6962576495715077,0.9352934091561145,0.3876267227244375,0.6020258150196282,0.6553657153425667,0.5393624914560925,0.5349911081354342,0.5229572905776626,0.7041198227753847
0.752391975395722,0.9501538042645423,0.3878442614283724,0.657401185759554,0.6314834828747742,0.568633454964809,0.5211091075286189,0.6035581054395445,0.6240669372907715
0.7390603512061338,0.9414305657831284,0.38689738124369466,0.6443818006253834,0.6043293817187461,0.5602360897082999,0.5666233486757103,0.5361005540563504,0.6711509036101239
0.7144299311613836,0.9533823978788405,0.39035696276910303,0.615923356689801,0.6631926662378046,0.560120714076241,0.5078775693638837,0.632354827837754,0.6748723102337566
0.7492041068218961,0.9036159427143712,0.39151551725444345,0.6301870343967987,0.6209986587291595,0.5639303621331754,0.552090436005689,0.5802824430875865,0.7147774113623817
0.7305425696400616,0.9596752871240666,0.38725141526715895,0.6712640962351912,0.6382297597707745,0.5259974246764046,0.5097696911568477,0.5874331120580936,0.6989002196275901
0.7383406254813725,0.9240234419893602,0.3894972049514506,0.6512368591504469,0.6493103367897082,0.5175607008353929,0.5333752914622577,0.6270810931663342,0.6597738234207732
0.7648251359900371,0.980639514092844,0.3901077852636146,0.6353767925368865,0.6450051779919163,0.5470572812531717,0.5169410246318434,0.5135818310968818,0.6596409321507298
0.7155081350350131,0.8940891485437066,0.39040229649342256,0.6286844918223362,0.6634599422844678,0.5411602107167933,0.5177659789161434,0.5356087886666011,0.6967853167151713
0.7280601472846681,0.9673647541679117,0.3944222614778704,0.6369991040176534,0.6511354300120399,0.507620439822244,0.5084811596319732,0.5640835097123428,0.6964590739844331
0.7662639073514087,0.9183973087934119,0.39307848448272664,0.6237394756120236,0.6227209084493636,0.5321258490277931,0.5650627511322837,0.6201772795702962,0.6787727731159563
0.7616915470455045,0.8905496996735126,0.39356358722029383,0.5866058015822005,0.6883451234512891,0.5175141124803782,0.4976243475789624,0.5136938231330619,0.6755877572684478
0.803999664247895,0.8939349814197068,0.3908435019315395,0.6843621361386225,0.6464600533476375,0.4913406842962661,0.4984943961489862,0.4722162782183086,0.7162719198332053
0.7787617104252662,0.8970932671682823,0.3965317268780132,0.6402796591434015,0.6391088929754434,0.5630316114073486,0.5915208493421775,0.5706062672037968,0.6769767637747665
0.7723699993462957,0.9180526784074942,0.39355042560354386,0.6463130387172115,0.6634355606563435,0.5222117942297263,0.5548152000024421,0.6183864502112854,0.702604601785237
0.8552689918193566,0.9190060442522401,0.3966636733207906,0.6371832716706612,0.6494723625220313,0.5908458732170071,0.4472851931763377,0.6393119782228506,0.7630575818001838
0.8171851608354076,0.8830239852844974,0.3976987221265782,0.6208751221123476,0.652280048414626,0.4673662646964193,0.5059099891559045,0.588585347509057,0.6601125730065315
0.8314241882199767,0.8976633686782753,0.4003957806372207,0.6343155572322845,0.698002495464472,0.5039133392987043,0.466130554200266,0.5651265835366791,0.652780543601892
0.7982802152749306,0.9620435763016773,0.3958850074619961,0.6015822053046547,0.6386352686540461,0.5239894931400827,0.4944826896612897,0.6451308642492221,0.7178190910114884
0.8277041505605063,0.9467727609718959,0.3932146766470922,0.6927298679936875,0.6383335215405083,0.5617585221446554,0.4241240864554107,0.5194089970942061,0.6819715256799896
0.8509981104746488,0.9043918792025853,0.3999806582694041,0.6111025050367247,0.6480741870035313,0.537578000778487,0.5221684464225562,0.5837621123941273,0.6959073856172391
0.8234098735646701,0.8894306520146781,0.4036985183949243,0.6156330561617149,0.6685117714037104,0.5343623755967998,0.48930299227044827,0.5956009404824744,0.6767748270164798
0.8693714013796452,0.8891761008569897,0.4032322216550537,0.6304522171966815,0.6138987714651413,0.48759590797925073,0.5295739227548795,0.6206839905974919,0.6884835383679135
0.8489488427449432,0.9015061977024389,0.40186667683981553,0.6708899737309542,0.6041137748271155,0.48672371429902106,0.4749234544933488,0.5760171490830165,0.7314877164460274
0.8623122998549615,0.8481059828905956,0.40112997910392056,0.6413219715001134,0.6340217541855053,0.5364299817373301,0.5306849549268965,0.5880287589607647,0.7188271580557534
0.8591022669000336,0.8686282187090242,0.40423321279748586,0.6125108513122447,0.6118538389856469,0.4805548887351904,0.5149917049019999,0.4964674837552602,0.7256307409312959
0.9287703365505013,0.8219792012688654,0.4014214313283103,0.6717943476507633,0.6389967684655756,0.5098556984808567,0.5786553415548926,0.565894278042863,0.6643616420424123
0.8839938420948924,0.8824545243951384,0.4048126642820492,0.6595428160910509,0.65899402938882,0.5443667717819869,0.5757098580654885,0.6166355921204473,0.6694033563210957
0.8607218136639921,0.8867563379087192,0.40547414558298706,0.655024149248739,0.6289755638559823,0.4947581028131556,0.5553688250160531,0.5446805628700416,0.6178715542736128
